"type","game_id","home_team","away_team","week","season","state_of_game"
"reg","2017090700","NE","KC",1,2017,"POST"
"reg","2017091000","BUF","NYJ",1,2017,"POST"
"reg","2017091008","WAS","PHI",1,2017,"POST"
"reg","2017091007","TEN","OAK",1,2017,"POST"
"reg","2017091005","HOU","JAX",1,2017,"POST"
"reg","2017091004","DET","ARI",1,2017,"POST"
"reg","2017091003","CLE","PIT",1,2017,"POST"
"reg","2017091001","CHI","ATL",1,2017,"POST"
"reg","2017091002","CIN","BAL",1,2017,"POST"
"reg","2017091009","LA","IND",1,2017,"POST"
"reg","2017091011","SF","CAR",1,2017,"POST"
"reg","2017091010","GB","SEA",1,2017,"POST"
"reg","2017091012","DAL","NYG",1,2017,"POST"
"reg","2017091100","MIN","NO",1,2017,"POST"
"reg","2017091101","DEN","LAC",1,2017,"POST"
"reg","2017091400","CIN","HOU",2,2017,"POST"
"reg","2017091700","BAL","CLE",2,2017,"POST"
"reg","2017091707","TB","CHI",2,2017,"POST"
"reg","2017091706","PIT","MIN",2,2017,"POST"
"reg","2017091705","NO","NE",2,2017,"POST"
"reg","2017091704","KC","PHI",2,2017,"POST"
"reg","2017091703","JAX","TEN",2,2017,"POST"
"reg","2017091702","IND","ARI",2,2017,"POST"
"reg","2017091701","CAR","BUF",2,2017,"POST"
"reg","2017091709","OAK","NYJ",2,2017,"POST"
"reg","2017091708","LAC","MIA",2,2017,"POST"
"reg","2017091712","SEA","SF",2,2017,"POST"
"reg","2017091711","LA","WAS",2,2017,"POST"
"reg","2017091710","DEN","DAL",2,2017,"POST"
"reg","2017091713","ATL","GB",2,2017,"POST"
"reg","2017091800","NYG","DET",2,2017,"POST"
"reg","2017092100","SF","LA",3,2017,"POST"
"reg","2017092400","JAX","BAL",3,2017,"POST"
"reg","2017092405","IND","CLE",3,2017,"POST"
"reg","2017092409","PHI","NYG",3,2017,"POST"
"reg","2017092408","NYJ","MIA",3,2017,"POST"
"reg","2017092401","BUF","DEN",3,2017,"POST"
"reg","2017092402","CAR","NO",3,2017,"POST"
"reg","2017092403","CHI","PIT",3,2017,"POST"
"reg","2017092404","DET","ATL",3,2017,"POST"
"reg","2017092406","MIN","TB",3,2017,"POST"
"reg","2017092407","NE","HOU",3,2017,"POST"
"reg","2017092410","TEN","SEA",3,2017,"POST"
"reg","2017092411","GB","CIN",3,2017,"POST"
"reg","2017092412","LAC","KC",3,2017,"POST"
"reg","2017092413","WAS","OAK",3,2017,"POST"
"reg","2017092500","ARI","DAL",3,2017,"POST"
"reg","2017092800","GB","CHI",4,2017,"POST"
"reg","2017100100","MIA","NO",4,2017,"POST"
"reg","2017100105","HOU","TEN",4,2017,"POST"
"reg","2017100108","NYJ","JAX",4,2017,"POST"
"reg","2017100107","NE","CAR",4,2017,"POST"
"reg","2017100106","MIN","DET",4,2017,"POST"
"reg","2017100101","ATL","BUF",4,2017,"POST"
"reg","2017100102","BAL","PIT",4,2017,"POST"
"reg","2017100103","CLE","CIN",4,2017,"POST"
"reg","2017100104","DAL","LA",4,2017,"POST"
"reg","2017100110","LAC","PHI",4,2017,"POST"
"reg","2017100111","TB","NYG",4,2017,"POST"
"reg","2017100109","ARI","SF",4,2017,"POST"
"reg","2017100112","DEN","OAK",4,2017,"POST"
"reg","2017100113","SEA","IND",4,2017,"POST"
"reg","2017100200","KC","WAS",4,2017,"POST"
"reg","2017100500","TB","NE",5,2017,"POST"
"reg","2017100801","CLE","NYJ",5,2017,"POST"
"reg","2017100802","DET","CAR",5,2017,"POST"
"reg","2017100803","IND","SF",5,2017,"POST"
"reg","2017100804","MIA","TEN",5,2017,"POST"
"reg","2017100800","CIN","BUF",5,2017,"POST"
"reg","2017100805","NYG","LAC",5,2017,"POST"
"reg","2017100807","PIT","JAX",5,2017,"POST"
"reg","2017100806","PHI","ARI",5,2017,"POST"
"reg","2017100808","LA","SEA",5,2017,"POST"
"reg","2017100809","OAK","BAL",5,2017,"POST"
"reg","2017100810","DAL","GB",5,2017,"POST"
"reg","2017100811","HOU","KC",5,2017,"POST"
"reg","2017100900","CHI","MIN",5,2017,"POST"
"reg","2017101200","CAR","PHI",6,2017,"POST"
"reg","2017101501","BAL","CHI",6,2017,"POST"
"reg","2017101502","HOU","CLE",6,2017,"POST"
"reg","2017101503","MIN","GB",6,2017,"POST"
"reg","2017101504","NO","DET",6,2017,"POST"
"reg","2017101500","ATL","MIA",6,2017,"POST"
"reg","2017101505","NYJ","NE",6,2017,"POST"
"reg","2017101506","WAS","SF",6,2017,"POST"
"reg","2017101507","ARI","TB",6,2017,"POST"
"reg","2017101508","JAX","LA",6,2017,"POST"
"reg","2017101509","KC","PIT",6,2017,"POST"
"reg","2017101510","OAK","LAC",6,2017,"POST"
"reg","2017101511","DEN","NYG",6,2017,"POST"
"reg","2017101600","TEN","IND",6,2017,"POST"
"reg","2017101900","OAK","KC",7,2017,"POST"
"reg","2017102200","BUF","TB",7,2017,"POST"
