"type","game_id","home_team","away_team","week","season","state_of_game"
"reg","2018100703","CLE","BAL",5,2018,"POST"
"reg","2018100701","CAR","NYG",5,2018,"POST"
"reg","2018100702","CIN","MIA",5,2018,"POST"
"reg","2018100708","LAC","OAK",5,2018,"POST"
"reg","2018100710","SF","ARI",5,2018,"POST"
"reg","2018100709","PHI","MIN",5,2018,"POST"
"reg","2018100711","SEA","LA",5,2018,"POST"
"reg","2018100712","HOU","DAL",5,2018,"POST"
"reg","2018100800","NO","WAS",5,2018,"POST"
"reg","2018101100","NYG","PHI",6,2018,"POST"
"reg","2018101400","ATL","TB",6,2018,"POST"
"reg","2018101408","WAS","CAR",6,2018,"POST"
"reg","2018101407","OAK","SEA",6,2018,"POST"
"reg","2018101406","NYJ","IND",6,2018,"POST"
"reg","2018101405","MIN","ARI",6,2018,"POST"
"reg","2018101401","CIN","PIT",6,2018,"POST"
"reg","2018101402","CLE","LAC",6,2018,"POST"
"reg","2018101403","HOU","BUF",6,2018,"POST"
"reg","2018101404","MIA","CHI",6,2018,"POST"
"reg","2018101409","DEN","LA",6,2018,"POST"
"reg","2018101411","TEN","BAL",6,2018,"POST"
"reg","2018101410","DAL","JAX",6,2018,"POST"
"reg","2018101412","NE","KC",6,2018,"POST"
"reg","2018101500","GB","SF",6,2018,"POST"
"reg","2018101800","ARI","DEN",7,2018,"POST"
"reg","2018102100","LAC","TEN",7,2018,"POST"
"reg","2018102104","JAX","HOU",7,2018,"POST"
"reg","2018102108","PHI","CAR",7,2018,"POST"
"reg","2018102107","NYJ","MIN",7,2018,"POST"
"reg","2018102102","CHI","NE",7,2018,"POST"
"reg","2018102103","IND","BUF",7,2018,"POST"
"reg","2018102109","TB","CLE",7,2018,"POST"
"reg","2018102106","MIA","DET",7,2018,"POST"
"reg","2018102101","BAL","NO",7,2018,"POST"
"reg","2018102110","WAS","DAL",7,2018,"POST"
"reg","2018102111","SF","LA",7,2018,"POST"
"reg","2018102105","KC","CIN",7,2018,"POST"
"reg","2018102200","ATL","NYG",7,2018,"POST"
"reg","2018102500","HOU","MIA",8,2018,"POST"
"reg","2018102800","JAX","PHI",8,2018,"POST"
"reg","2018102805","KC","DEN",8,2018,"POST"
"reg","2018102807","PIT","CLE",8,2018,"POST"
"reg","2018102806","NYG","WAS",8,2018,"POST"
"reg","2018102804","DET","SEA",8,2018,"POST"
"reg","2018102803","CIN","TB",8,2018,"POST"
"reg","2018102802","CHI","NYJ",8,2018,"POST"
"reg","2018102801","CAR","BAL",8,2018,"POST"
"reg","2018102808","OAK","IND",8,2018,"POST"
"reg","2018102809","ARI","SF",8,2018,"POST"
"reg","2018102810","LA","GB",8,2018,"POST"
"reg","2018102811","MIN","NO",8,2018,"POST"
"reg","2018102900","BUF","NE",8,2018,"POST"
"reg","2018110100","SF","OAK",9,2018,"POST"
"reg","2018110401","BUF","CHI",9,2018,"POST"
"reg","2018110402","CAR","TB",9,2018,"POST"
"reg","2018110403","CLE","KC",9,2018,"POST"
"reg","2018110404","MIA","NYJ",9,2018,"POST"
"reg","2018110400","BAL","PIT",9,2018,"POST"
"reg","2018110405","MIN","DET",9,2018,"POST"
"reg","2018110406","WAS","ATL",9,2018,"POST"
"reg","2018110407","DEN","HOU",9,2018,"POST"
"reg","2018110408","SEA","LAC",9,2018,"POST"
"reg","2018110409","NO","LA",9,2018,"POST"
"reg","2018110410","NE","GB",9,2018,"POST"
"reg","2018110500","DAL","TEN",9,2018,"POST"
"reg","2018110800","PIT","CAR",10,2018,"POST"
"reg","2018111101","CIN","NO",10,2018,"POST"
"reg","2018111102","CLE","ATL",10,2018,"POST"
"reg","2018111100","CHI","DET",10,2018,"POST"
"reg","2018111105","KC","ARI",10,2018,"POST"
"reg","2018111108","TEN","NE",10,2018,"POST"
"reg","2018111107","TB","WAS",10,2018,"POST"
"reg","2018111106","NYJ","BUF",10,2018,"POST"
"reg","2018111104","IND","JAX",10,2018,"POST"
"reg","2018111109","OAK","LAC",10,2018,"POST"
"reg","2018111110","LA","SEA",10,2018,"POST"
"reg","2018111103","GB","MIA",10,2018,"POST"
"reg","2018111111","PHI","DAL",10,2018,"POST"
"reg","2018111200","SF","NYG",10,2018,"POST"
"reg","2018111500","SEA","GB",11,2018,"POST"
"reg","2018111801","BAL","CIN",11,2018,"POST"
"reg","2018111800","ATL","DAL",11,2018,"POST"
"reg","2018111805","NYG","TB",11,2018,"POST"
"reg","2018111810","JAX","PIT",11,2018,"POST"
"reg","2018111806","WAS","HOU",11,2018,"POST"
"reg","2018111804","IND","TEN",11,2018,"POST"
"reg","2018111803","DET","CAR",11,2018,"POST"
"reg","2018111808","LAC","DEN",11,2018,"POST"
"reg","2018111807","ARI","OAK",11,2018,"POST"
"reg","2018111809","NO","PHI",11,2018,"POST"
"reg","2018111802","CHI","MIN",11,2018,"POST"
"reg","2018111900","LA","KC",11,2018,"POST"
"reg","2018112200","DET","CHI",12,2018,"POST"
"reg","2018112201","DAL","WAS",12,2018,"POST"
"reg","2018112202","NO","ATL",12,2018,"POST"
"reg","2018112503","CIN","CLE",12,2018,"POST"
"reg","2018112507","TB","SF",12,2018,"POST"
"reg","2018112501","BUF","JAX",12,2018,"POST"
"reg","2018112500","BAL","OAK",12,2018,"POST"
"reg","2018112502","CAR","SEA",12,2018,"POST"
"reg","2018112505","NYJ","NE",12,2018,"POST"
"reg","2018112506","PHI","NYG",12,2018,"POST"
"reg","2018112508","LAC","ARI",12,2018,"POST"
"reg","2018112504","IND","MIA",12,2018,"POST"
"reg","2018112509","DEN","PIT",12,2018,"POST"
"reg","2018112510","MIN","GB",12,2018,"POST"
"reg","2018112600","HOU","TEN",12,2018,"POST"
"reg","2018112900","DAL","NO",13,2018,"POST"
"reg","2018120200","ATL","BAL",13,2018,"POST"
"reg","2018120209","TB","CAR",13,2018,"POST"
"reg","2018120207","NYG","CHI",13,2018,"POST"
"reg","2018120206","MIA","BUF",13,2018,"POST"
"reg","2018120205","JAX","IND",13,2018,"POST"
"reg","2018120204","HOU","CLE",13,2018,"POST"
"reg","2018120201","CIN","DEN",13,2018,"POST"
"reg","2018120202","DET","LA",13,2018,"POST"
"reg","2018120203","GB","ARI",13,2018,"POST"
"reg","2018120210","OAK","KC",13,2018,"POST"
"reg","2018120211","TEN","NYJ",13,2018,"POST"
"reg","2018120213","SEA","SF",13,2018,"POST"
"reg","2018120212","NE","MIN",13,2018,"POST"
"reg","2018120208","PIT","LAC",13,2018,"POST"
"reg","2018120300","PHI","WAS",13,2018,"POST"
"reg","2018120600","TEN","JAX",14,2018,"POST"
"reg","2018120900","BUF","NYJ",14,2018,"POST"
"reg","2018120908","WAS","NYG",14,2018,"POST"
"reg","2018120907","TB","NO",14,2018,"POST"
"reg","2018120906","MIA","NE",14,2018,"POST"
"reg","2018120905","KC","BAL",14,2018,"POST"
"reg","2018120904","HOU","IND",14,2018,"POST"
"reg","2018120903","GB","ATL",14,2018,"POST"
"reg","2018120902","CLE","CAR",14,2018,"POST"
"reg","2018120910","SF","DEN",14,2018,"POST"
"reg","2018120909","LAC","CIN",14,2018,"POST"
"reg","2018120911","ARI","DET",14,2018,"POST"
"reg","2018120913","OAK","PIT",14,2018,"POST"
"reg","2018120912","DAL","PHI",14,2018,"POST"
"reg","2018120901","CHI","LA",14,2018,"POST"
"reg","2018121000","SEA","MIN",14,2018,"POST"
"reg","2018121300","KC","LAC",15,2018,"POST"
"reg","2018121500","NYJ","HOU",15,2018,"POST"
"reg","2018121501","DEN","CLE",15,2018,"POST"
"reg","2018121603","CHI","GB",15,2018,"POST"
"reg","2018121602","BUF","DET",15,2018,"POST"
"reg","2018121601","BAL","TB",15,2018,"POST"
"reg","2018121600","ATL","ARI",15,2018,"POST"
"reg","2018121604","CIN","OAK",15,2018,"POST"
"reg","2018121608","NYG","TEN",15,2018,"POST"
"reg","2018121607","MIN","MIA",15,2018,"POST"
"reg","2018121606","JAX","WAS",15,2018,"POST"
"reg","2018121605","IND","DAL",15,2018,"POST"
"reg","2018121609","SF","SEA",15,2018,"POST"
"reg","2018121610","PIT","NE",15,2018,"POST"
"reg","2018121611","LA","PHI",15,2018,"POST"
"reg","2018121700","CAR","NO",15,2018,"POST"
"reg","2018122200","TEN","WAS",16,2018,"POST"
"reg","2018122201","LAC","BAL",16,2018,"POST"
"reg","2018122305","CLE","CIN",16,2018,"POST"
"reg","2018122306","DAL","TB",16,2018,"POST"
"reg","2018122307","DET","MIN",16,2018,"POST"
"reg","2018122308","NE","BUF",16,2018,"POST"
"reg","2018122309","NYJ","GB",16,2018,"POST"
"reg","2018122310","PHI","HOU",16,2018,"POST"
"reg","2018122304","CAR","ATL",16,2018,"POST"
"reg","2018122300","IND","NYG",16,2018,"POST"
"reg","2018122302","MIA","JAX",16,2018,"POST"
"reg","2018122311","ARI","LA",16,2018,"POST"
"reg","2018122312","SF","CHI",16,2018,"POST"
"reg","2018122313","NO","PIT",16,2018,"POST"
"reg","2018122314","SEA","KC",16,2018,"POST"
"reg","2018122400","OAK","DEN",16,2018,"POST"
"reg","2018123001","BUF","MIA",17,2018,"POST"
"reg","2018123010","TB","ATL",17,2018,"POST"
"reg","2018123008","NYG","DAL",17,2018,"POST"
"reg","2018123007","NO","CAR",17,2018,"POST"
"reg","2018123006","NE","NYJ",17,2018,"POST"
"reg","2018123003","HOU","JAX",17,2018,"POST"
"reg","2018123002","GB","DET",17,2018,"POST"
"reg","2018123012","WAS","PHI",17,2018,"POST"
"reg","2018123013","DEN","LAC",17,2018,"POST"
"reg","2018123004","KC","OAK",17,2018,"POST"
"reg","2018123005","MIN","CHI",17,2018,"POST"
"reg","2018123000","BAL","CLE",17,2018,"POST"
"reg","2018123014","LA","SF",17,2018,"POST"
"reg","2018123009","PIT","CIN",17,2018,"POST"
"reg","2018123015","SEA","ARI",17,2018,"POST"
"reg","2018123011","TEN","IND",17,2018,"POST"
