"","play_id","game_id","home_team","away_team","posteam","posteam_type","defteam","side_of_field","yardline_100","game_date","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","game_half","quarter_end","drive","sp","qtr","down","goal_to_go","time","yrdln","ydstogo","ydsnet","desc","play_type","yards_gained","shotgun","no_huddle","qb_dropback","qb_kneel","qb_spike","qb_scramble","pass_length","pass_location","air_yards","yards_after_catch","run_location","run_gap","field_goal_result","kick_distance","extra_point_result","two_point_conv_result","home_timeouts_remaining","away_timeouts_remaining","timeout","timeout_team","td_team","posteam_timeouts_remaining","defteam_timeouts_remaining","total_home_score","total_away_score","posteam_score","defteam_score","score_differential","posteam_score_post","defteam_score_post","score_differential_post","no_score_prob","opp_fg_prob","opp_safety_prob","opp_td_prob","fg_prob","safety_prob","td_prob","extra_point_prob","two_point_conversion_prob","ep","epa","total_home_epa","total_away_epa","total_home_rush_epa","total_away_rush_epa","total_home_pass_epa","total_away_pass_epa","air_epa","yac_epa","comp_air_epa","comp_yac_epa","total_home_comp_air_epa","total_away_comp_air_epa","total_home_comp_yac_epa","total_away_comp_yac_epa","total_home_raw_air_epa","total_away_raw_air_epa","total_home_raw_yac_epa","total_away_raw_yac_epa","wp","def_wp","home_wp","away_wp","wpa","home_wp_post","away_wp_post","total_home_rush_wpa","total_away_rush_wpa","total_home_pass_wpa","total_away_pass_wpa","air_wpa","yac_wpa","comp_air_wpa","comp_yac_wpa","total_home_comp_air_wpa","total_away_comp_air_wpa","total_home_comp_yac_wpa","total_away_comp_yac_wpa","total_home_raw_air_wpa","total_away_raw_air_wpa","total_home_raw_yac_wpa","total_away_raw_yac_wpa","punt_blocked","first_down_rush","first_down_pass","first_down_penalty","third_down_converted","third_down_failed","fourth_down_converted","fourth_down_failed","incomplete_pass","touchback","interception","punt_inside_twenty","punt_in_endzone","punt_out_of_bounds","punt_downed","punt_fair_catch","kickoff_inside_twenty","kickoff_in_endzone","kickoff_out_of_bounds","kickoff_downed","kickoff_fair_catch","fumble_forced","fumble_not_forced","fumble_out_of_bounds","solo_tackle","safety","penalty","tackled_for_loss","fumble_lost","own_kickoff_recovery","own_kickoff_recovery_td","qb_hit","rush_attempt","pass_attempt","sack","touchdown","pass_touchdown","rush_touchdown","return_touchdown","extra_point_attempt","two_point_attempt","field_goal_attempt","kickoff_attempt","punt_attempt","fumble","complete_pass","assist_tackle","lateral_reception","lateral_rush","lateral_return","lateral_recovery","passer_player_id","passer_player_name","receiver_player_id","receiver_player_name","rusher_player_id","rusher_player_name","lateral_receiver_player_id","lateral_receiver_player_name","lateral_rusher_player_id","lateral_rusher_player_name","lateral_sack_player_id","lateral_sack_player_name","interception_player_id","interception_player_name","lateral_interception_player_id","lateral_interception_player_name","punt_returner_player_id","punt_returner_player_name","lateral_punt_returner_player_id","lateral_punt_returner_player_name","kickoff_returner_player_name","kickoff_returner_player_id","lateral_kickoff_returner_player_id","lateral_kickoff_returner_player_name","punter_player_id","punter_player_name","kicker_player_name","kicker_player_id","own_kickoff_recovery_player_id","own_kickoff_recovery_player_name","blocked_player_id","blocked_player_name","tackle_for_loss_1_player_id","tackle_for_loss_1_player_name","tackle_for_loss_2_player_id","tackle_for_loss_2_player_name","qb_hit_1_player_id","qb_hit_1_player_name","qb_hit_2_player_id","qb_hit_2_player_name","forced_fumble_player_1_team","forced_fumble_player_1_player_id","forced_fumble_player_1_player_name","forced_fumble_player_2_team","forced_fumble_player_2_player_id","forced_fumble_player_2_player_name","solo_tackle_1_team","solo_tackle_2_team","solo_tackle_1_player_id","solo_tackle_2_player_id","solo_tackle_1_player_name","solo_tackle_2_player_name","assist_tackle_1_player_id","assist_tackle_1_player_name","assist_tackle_1_team","assist_tackle_2_player_id","assist_tackle_2_player_name","assist_tackle_2_team","assist_tackle_3_player_id","assist_tackle_3_player_name","assist_tackle_3_team","assist_tackle_4_player_id","assist_tackle_4_player_name","assist_tackle_4_team","pass_defense_1_player_id","pass_defense_1_player_name","pass_defense_2_player_id","pass_defense_2_player_name","fumbled_1_team","fumbled_1_player_id","fumbled_1_player_name","fumbled_2_player_id","fumbled_2_player_name","fumbled_2_team","fumble_recovery_1_team","fumble_recovery_1_yards","fumble_recovery_1_player_id","fumble_recovery_1_player_name","fumble_recovery_2_team","fumble_recovery_2_yards","fumble_recovery_2_player_id","fumble_recovery_2_player_name","return_team","return_yards","penalty_team","penalty_player_id","penalty_player_name","penalty_yards","replay_or_challenge","replay_or_challenge_result","penalty_type","defensive_two_point_attempt","defensive_two_point_conv","defensive_extra_point_attempt","defensive_extra_point_conv"
"1","36",2019092204,"KC","BAL","KC","home","BAL","BAL",35,2019-09-22,900,1800,3600,"Half1",0,1,0,1,NA,0,"15:00","BAL 35",0,28,"J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.","kickoff",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,NA,NA,NA,0,0,0,0.00137367959113161,0.162631509518862,0.00444072635822802,0.25417863378643,0.23308117414857,0.00365571302658065,0.340638563570199,0,0,0.814998475712213,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J.Tucker","00-0029597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"2","57",2019092204,"KC","BAL","KC","home","BAL","KC",75,2019-09-22,900,1800,3600,"Half1",0,1,0,1,"1",0,"15:00","KC 25",10,28,"(15:00) (Shotgun) P.Mahomes pass short left to B.Bell to KC 26 for 1 yard (C.Clark).","pass",1,1,0,1,0,0,0,"short","left",-1,2,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.00137367959113161,0.162631509518862,0.00444072635822802,0.25417863378643,0.23308117414857,0.00365571302658065,0.340638563570199,0,0,0.814998475712213,-0.607150565319001,-0.607150565319001,0.607150565319001,0,0,-0.607150565319001,0.607150565319001,-0.870879802973934,0.263729237654933,-0.870879802973934,0.263729237654933,-0.870879802973934,0.870879802973934,0.263729237654933,-0.263729237654933,-0.870879802973934,0.870879802973934,0.263729237654933,-0.263729237654933,0.500006821721935,0.499993178278065,0.500006821721935,0.499993178278065,-0.0155665004932666,0.484440321228668,0.515559678771332,0,0,-0.0155665004932666,0.0155665004932666,-0.025005414070347,0.00943891357708032,-0.025005414070347,0.00943891357708032,-0.025005414070347,0.025005414070347,0.00943891357708032,-0.00943891357708032,-0.025005414070347,0.025005414070347,0.00943891357708032,-0.00943891357708032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"00-0033873","P.Mahomes","00-0032062","B.Bell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL",NA,"00-0033294",NA,"C.Clark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"3","81",2019092204,"KC","BAL","KC","home","BAL","KC",74,2019-09-22,864,1764,3564,"Half1",0,1,0,1,"2",0,"14:24","KC 26",9,28,"(14:24) (Shotgun) P.Mahomes scrambles left end ran ob at KC 37 for 11 yards (K.Young).","run",11,1,0,1,0,0,1,NA,NA,NA,NA,"left","end",NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.00160350467182142,0.183452635675575,0.00519130974922888,0.286448272651927,0.217362155641354,0.00399099454256613,0.301951127067527,0,0,0.207847910393212,1.73099511848761,1.12384455316861,-1.12384455316861,1.73099511848761,-1.73099511848761,-0.607150565319001,0.607150565319001,NA,NA,0,0,-0.870879802973934,0.870879802973934,0.263729237654933,-0.263729237654933,-0.870879802973934,0.870879802973934,0.263729237654933,-0.263729237654933,0.484440321228668,0.515559678771332,0.484440321228668,0.515559678771332,0.0531541000110707,0.537594421239739,0.462405578760261,0.0531541000110707,-0.0531541000110707,-0.0155665004932666,0.0155665004932666,NA,NA,0,0,-0.025005414070347,0.025005414070347,0.00943891357708032,-0.00943891357708032,-0.025005414070347,0.025005414070347,0.00943891357708032,-0.00943891357708032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"00-0033873","P.Mahomes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL",NA,"00-0034266",NA,"K.Young",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"4","107",2019092204,"KC","BAL","KC","home","BAL","KC",63,2019-09-22,833,1733,3533,"Half1",0,1,0,1,"1",0,"13:53","KC 37",10,28,"(13:53) (Shotgun) P.Mahomes pass deep middle to T.Kelce to BAL 43 for 20 yards (P.Onwuasor).","pass",20,1,0,1,0,0,0,"deep","middle",17,3,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.00138984483389011,0.122993577265697,0.00162494995637292,0.191403498267683,0.277223777294555,0.00366473001836898,0.401699622363433,0,0,1.93884302888082,1.45748861649436,2.58133316966296,-2.58133316966296,1.73099511848761,-1.73099511848761,0.850338051175354,-0.850338051175354,1.26886472186104,0.188623894633315,1.26886472186104,0.188623894633315,0.397984918887106,-0.397984918887106,0.452353132288248,-0.452353132288248,0.397984918887106,-0.397984918887106,0.452353132288248,-0.452353132288248,0.537594421239739,0.462405578760261,0.537594421239739,0.462405578760261,0.0490716005725454,0.586666021812284,0.413333978187716,0.0531541000110707,-0.0531541000110707,0.0335051000792788,-0.0335051000792788,0.0407010039781214,0.00837059659442407,0.0407010039781214,0.00837059659442407,0.0156955899077744,-0.0156955899077744,0.0178095101715044,-0.0178095101715044,0.0156955899077744,-0.0156955899077744,0.0178095101715044,-0.0178095101715044,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"00-0033873","P.Mahomes","00-0030506","T.Kelce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL",NA,"00-0032573",NA,"P.Onwuasor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"5","131",2019092204,"KC","BAL","KC","home","BAL","BAL",43,2019-09-22,788,1688,3488,"Half1",0,1,0,1,"1",0,"13:08","BAL 43",10,28,"(13:08) (Shotgun) P.Mahomes pass short right to S.Watkins to BAL 32 for 11 yards (M.Humphrey). FUMBLES (M.Humphrey), recovered by KC-M.Hardman at BAL 31. M.Hardman to BAL 31 for no gain (K.Young).","pass",11,1,0,1,0,0,0,"short","right",6,5,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.000986383743918563,0.0704496886715139,0.000277826251504066,0.109126782331249,0.336299438591707,0.00335872768688091,0.479501152723226,0,0,3.39633164537518,0.606596156704398,3.18792932636736,-3.18792932636736,1.73099511848761,-1.73099511848761,1.45693420787975,-1.45693420787975,-0.184400291181963,0.790996447886361,-0.184400291181963,0.790996447886361,0.213584627705143,-0.213584627705143,1.24334958017461,-1.24334958017461,0.213584627705143,-0.213584627705143,1.24334958017461,-1.24334958017461,0.586666021812284,0.413333978187716,0.586666021812284,0.413333978187716,0.00680348851399315,0.593469510326277,0.406530489673723,0.0531541000110707,-0.0531541000110707,0.040308588593272,-0.040308588593272,-0.00582754240853856,0.0126310309225317,-0.00582754240853856,0.0126310309225317,0.00986804749923587,-0.00986804749923587,0.0304405410940361,-0.0304405410940361,0.00986804749923587,-0.00986804749923587,0.0304405410940361,-0.0304405410940361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"00-0033873","P.Mahomes","00-0031325","S.Watkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL","00-0033281","M.Humphrey",NA,NA,NA,"BAL","BAL","00-0033281","00-0034266","M.Humphrey","K.Young",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KC","00-0031325","S.Watkins",NA,NA,NA,"KC",0,"00-0035140","M.Hardman",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"6","171",2019092204,"KC","BAL","KC","home","BAL","BAL",43,2019-09-22,754,1654,3454,"Half1",0,1,0,1,NA,0,"12:34","BAL 43",0,28,"Timeout #1 by KC at 12:34.","no_play",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,"KC",NA,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00292780207957,0,3.18792932636736,-3.18792932636736,1.73099511848761,-1.73099511848761,1.45693420787975,-1.45693420787975,NA,NA,0,0,0.213584627705143,-0.213584627705143,1.24334958017461,-1.24334958017461,0.213584627705143,-0.213584627705143,1.24334958017461,-1.24334958017461,0.593469510326277,0.406530489673723,0.593469510326277,0.406530489673723,0,0.593469510326277,0.406530489673723,0.0531541000110707,-0.0531541000110707,0.040308588593272,-0.040308588593272,NA,NA,0,0,0.00986804749923587,-0.00986804749923587,0.0304405410940361,-0.0304405410940361,0.00986804749923587,-0.00986804749923587,0.0304405410940361,-0.0304405410940361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"7","188",2019092204,"KC","BAL","KC","home","BAL","BAL",31,2019-09-22,754,1654,3454,"Half1",0,1,0,1,"1",0,"12:34","BAL 31",10,28,"(12:34) (Shotgun) P.Mahomes pass incomplete deep left [P.Onwuasor]. PENALTY on KC-P.Mahomes, Intentional Grounding, 10 yards, enforced at BAL 31.","no_play",0,1,0,0,0,0,0,"deep","left",27,NA,NA,NA,NA,NA,NA,NA,2,3,0,NA,NA,2,3,0,0,0,0,0,0,0,0,0.000791454701986222,0.0483128469721541,9.2230467864129e-05,0.0746089083286197,0.361945081158498,0.00305368596790749,0.51119579240297,0,0,4.00292780207957,-1.29768911194603,1.89024021442133,-1.89024021442133,1.73099511848761,-1.73099511848761,1.45693420787975,-1.45693420787975,NA,NA,0,0,0.213584627705143,-0.213584627705143,1.24334958017461,-1.24334958017461,0.213584627705143,-0.213584627705143,1.24334958017461,-1.24334958017461,0.593469510326277,0.406530489673723,0.593469510326277,0.406530489673723,-0.0432674895589374,0.55020202076734,0.44979797923266,0.0531541000110707,-0.0531541000110707,0.040308588593272,-0.040308588593272,NA,NA,0,0,0.00986804749923587,-0.00986804749923587,0.0304405410940361,-0.0304405410940361,0.00986804749923587,-0.00986804749923587,0.0304405410940361,-0.0304405410940361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"00-0033873","P.Mahomes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00-0032573","P.Onwuasor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"KC","00-0033873","P.Mahomes",10,0,NA,"Intentional Grounding",0,0,0,0
"8","210",2019092204,"KC","BAL","KC","home","BAL","BAL",41,2019-09-22,748,1648,3448,"Half1",0,1,0,1,"2",0,"12:28","BAL 41",20,28,"(12:28) (Shotgun) P.Mahomes pass short left to S.Watkins to BAL 36 for 5 yards (M.Humphrey; B.Carr).","pass",5,1,0,1,0,0,0,"short","left",5,0,NA,NA,NA,NA,NA,NA,2,3,0,NA,NA,2,3,0,0,0,0,0,0,0,0,0.00119853060842021,0.0849754870277773,0.000558577939980095,0.13538135520183,0.37941654626165,0.00371687319954096,0.394752629760801,0,0,2.70523869013354,-0.432575923710555,1.45766429071077,-1.45766429071077,1.73099511848761,-1.73099511848761,1.0243582841692,-1.0243582841692,-0.432575923710555,0,-0.432575923710555,0,-0.218991296005412,0.218991296005412,1.24334958017461,-1.24334958017461,-0.218991296005412,0.218991296005412,1.24334958017461,-1.24334958017461,0.55020202076734,0.44979797923266,0.55020202076734,0.44979797923266,-0.0118668751540075,0.538335145613332,0.461664854386668,0.0531541000110707,-0.0531541000110707,0.0284417134392644,-0.0284417134392644,-0.0118668751540075,0,-0.0118668751540075,0,-0.00199882765477166,0.00199882765477166,0.0304405410940361,-0.0304405410940361,-0.00199882765477166,0.00199882765477166,0.0304405410940361,-0.0304405410940361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"00-0033873","P.Mahomes","00-0031325","S.Watkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00-0033281","M.Humphrey","BAL","00-0026280","B.Carr","BAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"9","246",2019092204,"KC","BAL","KC","home","BAL","BAL",36,2019-09-22,698,1598,3398,"Half1",0,1,0,1,"3",0,"11:38","BAL 36",15,28,"(11:38) (Shotgun) P.Mahomes sacked at BAL 47 for -11 yards (M.Judon).","pass",-11,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,NA,NA,2,3,0,0,0,0,0,0,0,0,0.00142952892976687,0.0883614396607238,0.000494341384780984,0.143792275516017,0.44775031151704,0.00503479174119713,0.313137311250475,0,0,2.27266276642299,-2.18434038118953,-0.726676090478756,0.726676090478756,1.73099511848761,-1.73099511848761,-1.15998209702033,1.15998209702033,NA,NA,0,0,-0.218991296005412,0.218991296005412,1.24334958017461,-1.24334958017461,-0.218991296005412,0.218991296005412,1.24334958017461,-1.24334958017461,0.538335145613332,0.461664854386668,0.538335145613332,0.461664854386668,-0.0643110537825573,0.474024091830775,0.525975908169225,0.0531541000110707,-0.0531541000110707,-0.0358693403432929,0.0358693403432929,NA,NA,0,0,-0.00199882765477166,0.00199882765477166,0.0304405410940361,-0.0304405410940361,-0.00199882765477166,0.00199882765477166,0.0304405410940361,-0.0304405410940361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"00-0033873","P.Mahomes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00-0032415","M.Judon",NA,NA,"00-0032415","M.Judon",NA,NA,NA,NA,NA,NA,NA,NA,"BAL",NA,"00-0032415",NA,"M.Judon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"10","265",2019092204,"KC","BAL","KC","home","BAL","BAL",47,2019-09-22,661,1561,3361,"Half1",0,1,0,1,"4",0,"11:01","BAL 47",26,28,"(11:01) D.Colquitt punts 31 yards to BAL 16, Center-J.Winchester, fair catch by C.Jones.","punt",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,2,3,0,NA,NA,2,3,0,0,0,0,0,0,0,0,0.0028004486673959,0.168680139268142,0.00233445612076703,0.248782822640364,0.417103362528925,0.00657800184912999,0.153720768925275,0,0,0.0883223852334568,-0.0895002971252244,-0.816176387603981,0.816176387603981,1.73099511848761,-1.73099511848761,-1.15998209702033,1.15998209702033,NA,NA,0,0,-0.218991296005412,0.218991296005412,1.24334958017461,-1.24334958017461,-0.218991296005412,0.218991296005412,1.24334958017461,-1.24334958017461,0.474024091830775,0.525975908169225,0.474024091830775,0.525975908169225,0.0236829926203088,0.497707084451084,0.502292915548916,0.0531541000110707,-0.0531541000110707,-0.0358693403432929,0.0358693403432929,NA,NA,0,0,-0.00199882765477166,0.00199882765477166,0.0304405410940361,-0.0304405410940361,-0.00199882765477166,0.00199882765477166,0.0304405410940361,-0.0304405410940361,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00-0032390","C.Jones",NA,NA,NA,NA,NA,NA,"00-0023534","D.Colquitt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
